iter	Logloss
0	0.5839472701
1	0.5056702879
2	0.43466592
3	0.3763065086
4	0.3249360656
5	0.2786491117
6	0.2433512215
7	0.2133984258
8	0.1888691012
9	0.1687821678
10	0.1494507857
11	0.1334547684
12	0.1211282283
13	0.1089793799
14	0.09902487388
15	0.08992404924
16	0.08098388652
17	0.07588664086
18	0.07022281126
19	0.06478941701
20	0.0586948107
21	0.05383383979
22	0.04953482673
23	0.04620952435
24	0.04256915228
25	0.03945053924
26	0.03576066401
27	0.03406449039
28	0.03140132764
29	0.02984187593
30	0.02774786861
31	0.02654161006
32	0.0248717744
33	0.02332777209
34	0.0222609507
35	0.02093045826
36	0.01991997508
37	0.01931880206
38	0.01852113707
39	0.01764805093
40	0.0168639347
41	0.01606805407
42	0.01558011679
43	0.01495412485
44	0.01448559858
45	0.01362300487
46	0.01315881184
47	0.01278502595
48	0.01240689273
49	0.01201844795
50	0.01157716888
51	0.01121854062
52	0.0108677269
53	0.01057672153
54	0.01029717258
55	0.01006030571
56	0.009827663915
57	0.009531956827
58	0.009276935371
59	0.00906867747
60	0.008768718503
61	0.008518640368
62	0.008349096603
63	0.008063557181
64	0.007846111774
65	0.007656357788
66	0.007490560363
67	0.007349505101
68	0.007204247062
69	0.007059089093
70	0.006894960096
71	0.006744030665
72	0.006603172889
73	0.006470491661
74	0.006313149902
75	0.006112706724
76	0.006038324225
77	0.005944143039
78	0.005831349037
79	0.005746788513
80	0.005661419919
81	0.005594958505
82	0.005508705639
83	0.005428355181
84	0.005321814539
85	0.005228427706
86	0.005142606776
87	0.0050884909
88	0.004977567971
89	0.004909260347
90	0.004840627263
91	0.004752610871
92	0.004694552279
93	0.004630788921
94	0.004534964637
95	0.004471835671
96	0.004396289516
97	0.004314731536
98	0.004264789832
99	0.004226641668
100	0.00416951916
101	0.004113254342
102	0.004057153528
103	0.004008997402
104	0.003967920959
105	0.003910482574
106	0.00386771741
107	0.003825085303
108	0.003779911305
109	0.003704594709
110	0.003649873765
111	0.003603691158
112	0.003554713058
113	0.003504017713
114	0.00346802691
115	0.003440541869
116	0.003408545339
117	0.003359572169
118	0.003324557889
119	0.003280652101
120	0.003246538328
121	0.00321399976
122	0.003183961251
123	0.003149534006
124	0.003123473113
125	0.003092482877
126	0.003071142382
127	0.003041284096
128	0.003005109452
129	0.00298179837
130	0.002941870288
131	0.002911476392
132	0.002878337213
133	0.002855774898
134	0.00283259302
135	0.002810760579
136	0.002789456111
137	0.002760514521
138	0.002738713348
139	0.002712863249
140	0.002692802398
141	0.002672660567
142	0.00265329115
143	0.002625774894
144	0.002609419834
145	0.002587759087
146	0.002571237719
147	0.00255363629
148	0.002535976726
149	0.002518683801
150	0.002501469401
151	0.002477362004
152	0.002462640341
153	0.002441298923
154	0.002426563993
155	0.002407851446
156	0.002391677648
157	0.002375953746
158	0.002358582541
159	0.002341326619
160	0.002324690404
161	0.002308618319
162	0.002292313005
163	0.002276069122
164	0.002262011858
165	0.002247573447
166	0.00223240988
167	0.002219981058
168	0.002205188881
169	0.002192528274
170	0.002177508426
171	0.002163285689
172	0.002150392259
173	0.002137857704
174	0.002124368996
175	0.002111105929
176	0.002097999877
177	0.002086064551
178	0.002073233292
179	0.00206062904
180	0.002048154487
181	0.002035798834
182	0.002024546461
183	0.002012792822
184	0.002000808106
185	0.001989145665
186	0.001977677913
187	0.001966425282
188	0.001955215356
189	0.00194419266
190	0.001933257267
191	0.001922768848
192	0.001922740533
193	0.001922732507
194	0.001922689293
195	0.001915963946
196	0.001908102457
197	0.00189758949
198	0.001887240955
199	0.001877163555
200	0.001868582745
201	0.001863085758
202	0.001857067416
203	0.001847568748
204	0.001840256801
205	0.001837088948
206	0.001834179812
207	0.001824648744
208	0.00181534971
209	0.001805996039
210	0.001796920066
211	0.001787818328
212	0.001778793365
213	0.00177116097
214	0.001762407757
215	0.001756944737
216	0.001748253586
217	0.001739856128
218	0.00173137594
219	0.001731405168
220	0.001731424421
221	0.001722817101
222	0.001717866722
223	0.00171483761
224	0.001710616759
225	0.001706430674
226	0.001701188382
227	0.001699516954
228	0.001692372676
229	0.001684631788
230	0.001684614363
231	0.00168451401
232	0.001684562273
233	0.001684512403
234	0.001676778396
235	0.001670852469
236	0.00166324455
237	0.001655637396
238	0.001649976494
239	0.001644842867
240	0.001640175779
241	0.001633501845
242	0.001631039815
243	0.001625802118
244	0.001620479774
245	0.001613068575
246	0.001608067983
247	0.001602755783
248	0.001595780376
249	0.001595705134
250	0.001594802937
251	0.001590663698
252	0.001586177348
253	0.001579437684
254	0.001573616407
255	0.001566735315
256	0.00156663521
257	0.001566623963
258	0.001565813977
259	0.001565794949
260	0.001565762965
261	0.001565766978
262	0.001561751276
